Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic
shittyurl.org,0,0,/5u,0,http,0,0,0,0,0,1,0,1,0,0,1
ni1232966-4.web16.nitrado.hosting,0,0,/ye/cmbr/,1,http,0,2,0,1,1,1,0,1,0,0,2
system-support-il.hol.es,0,0,/facebook-security,1,http,0,0,0,1,0,1,0,1,1,0,1
ow.ly,0,0,/IIzC30bBG3c,0,http,0,0,0,1,0,1,0,1,1,1,2
caixaservicosonline.epizy.com,0,0,,0,http,0,0,0,1,0,2,0,1,0,0,0
sandralucashyde.org,0,0,/login.yahoo/yahoo.com%20%5BLastet%20Update%5D/indexz.html,0,http,0,1,1,0,0,1,0,1,0,0,1
anniey06l5.myjino.ru,1,0,/byte/Cookies/Cookies/Pelewura/onlineverifica@tion/Preview.htm,0,http,0,2,1,0,0,1,0,1,1,0,1
www.supportt-team.com,0,0,/Confirmed/MyAccount/,1,http,0,0,0,0,0,1,0,1,1,0,1
forms.zohopublic.com,0,0,/koogee/form/ACTIVATIONFORM/formperma/g51Bb2g53DaChBA4be0h2kCA_,0,https,0,0,1,0,0,0,0,1,0,0,0
www.surveybuilder.com,0,0,/s/oFh4R/nav,0,https,0,0,0,2,0,2,0,1,0,0,2
a.doko.moe,0,0,/vschbi.html,0,https,0,2,0,2,0,1,0,1,0,0,2
forms.zohopublic.com,0,0,/foolieax/form/VERIFICATIONFROM/formperma/hg_466jHhCK6_6D61K5AC9eA4,0,https,0,0,1,0,0,0,0,1,0,0,0
muththamizh.com,0,0,/llc/production-llc/,0,http,0,0,0,0,0,0,0,1,0,0,1
cortazarurdaneta.com,0,0,/chn/5adfd99cf03b06771d81f8b5607f1d7e/,0,http,0,0,2,0,0,1,0,1,0,0,1
chasebankusa.paradisepaymentgold.com,0,0,/verification/M2908D716C8M54904AC8/card.php,0,http,0,2,1,1,1,1,0,1,1,0,1
briut.fruitfuldemo.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,0,1
afraniorodriguezrosero.com,0,0,/wp-admin/themes/pdf/,0,http,0,0,2,1,1,1,0,1,1,0,1
recovery-account-fb.hol.es,0,0,/facebook-support,1,http,0,0,1,1,0,1,0,1,1,0,1
verification-members.net,0,0,/webapps/3db39/,1,https,0,0,0,1,1,1,0,1,1,0,1
rajspaces.com,0,0,/upload/EserviceDLAcct/irs/ir/index.html,0,https,0,0,2,1,1,1,0,1,1,0,1
promocao-sicoob.cf,0,0,,1,http,0,0,0,1,0,1,0,1,1,0,1
secure-fbpages-notification.com,0,0,/,1,https,0,0,0,1,1,1,0,1,1,0,1
olcmeapp.com,0,0,/mko/image.htm,0,https,0,0,0,0,0,1,0,1,0,0,1
support-110048480a.esy.es,0,0,/security.page/,1,http,0,2,0,1,0,1,0,1,1,0,1
lesaventuriersvoyageurs.com,0,0,/js/paypal-account-confirm,0,http,0,0,2,2,0,2,0,1,0,0,1
restauracjagreenpepper.pl,0,0,//payment/payment/index.php,0,http,1,0,2,0,0,1,0,1,0,0,1
scs-network.com,0,0,/umpi/eba.html,1,http,0,0,0,0,0,0,0,1,0,0,2
redux.news,0,0,/chase/update/,0,https,0,0,0,1,1,1,0,1,1,0,1
cmfidouala.org,0,0,/jsdhkjhjdf/cgi-bin/image.htm,0,http,0,0,0,2,0,2,0,1,0,0,1
olcmeapp.com,0,0,/lol/image.htm,0,https,0,0,0,0,0,1,0,1,0,0,1
livewellprojects.com,0,0,/bay/T/Y1.html,0,http,0,0,0,0,0,1,0,1,0,0,1
attnethelp.webnode.com,0,0,,0,http,0,0,0,2,0,0,0,1,0,0,1
tinyurl.com,0,0,/kvuukxs,0,https,0,0,0,0,0,0,0,1,0,1,0
ridinghouseindia.com,0,0,/ywhl/Y%20index.html,0,http,0,0,0,0,0,1,0,1,0,0,1
amethystia.com,0,0,/T/Y1.html,0,http,0,0,0,0,0,0,0,1,0,0,1
paialowereasterncherokeenationsc.com,0,0,/aaaaa/login.htm,0,http,0,0,2,2,0,2,0,1,0,0,1
cover-acct06437.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,0,1,0,1,1,0,1
www.aharsntenetsrelsioncustomizedia.com,0,0,/domain/indexx.htm,0,http,0,2,2,1,1,1,0,1,1,0,1
safety-acct-003342.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,0,1,0,1,1,0,1
dressesmela.com,0,0,//kmd/image.htm,0,http,1,0,0,0,0,1,0,1,0,0,1
www.sicredisic.com.br,0,0,,0,http,0,2,0,1,0,1,0,1,1,0,1
31.220.111.56,0,1,/asdq12/,0,http,0,2,0,1,0,1,0,1,0,0,1
kuswanto.co.id,0,0,/wp-includes/cs/Indexxatt.htm,0,http,0,2,0,1,1,1,0,1,1,0,1
formcrafts.com,0,0,/a/valaccount,0,https,0,0,0,0,0,1,0,1,0,0,2
mattewfisher1.000webhostapp.com,0,0,/sal/YAH%21%21./ya2/index.php,0,https,0,1,2,0,0,0,0,1,0,0,0
www.singandvoice.com,0,0,/10405.php,0,http,0,2,0,1,1,1,0,1,1,0,1
www.sententia.com.ar,0,0,/PayPal/get_started/,0,http,0,2,0,1,1,1,0,1,0,0,1
149.56.201.163,0,1,/nis-card/,0,http,0,2,0,1,1,1,0,1,0,0,1
web-designing-india.org,0,0,/dpbx/dpbx/index.php,1,http,0,0,0,2,0,1,0,1,0,0,1
54.157.20.99,0,1,/principal.php,0,http,0,1,0,1,1,1,0,1,0,0,1
www.sea.com.sa,0,0,/images/filetypes/bankofamericam.com.8789373899383mins.rmsmrr/index,0,http,0,1,1,1,0,1,0,1,0,0,2
zogheb.com,0,0,/tooo/index_1.html,0,http,0,0,0,0,0,1,0,1,0,0,1
fgtscontasinativas.online,0,0,/home,0,http,0,0,0,1,1,1,0,1,1,0,1
consultasinvativasfgts.com,0,0,/processa.php,0,http,0,0,0,1,1,1,0,1,1,0,1
extratofgtsonline.com,0,0,/1index.php,0,http,0,0,0,0,0,1,0,1,1,0,1
store2.apple.ch.email-forwarding.webstore.websis.info,0,0,/sp/79900b0f5b721ddb89396e71eb7fad41/infos.html,1,http,0,1,1,0,0,1,0,1,1,0,1
www.citadelchurchjax.com,0,0,/wp-admin/data/owa/WebAdmin/Outlook%20Web%20App.htm,0,http,0,2,1,0,0,0,0,1,0,1,1
peloclub.com,0,0,/onlinepdffiles/Adobe/Adobe/property/adobe/index.html,0,http,0,0,2,0,0,1,0,1,0,0,1
www.innovi.cc,0,0,/tos/script/mail.htm,0,https,0,2,1,2,0,2,0,1,0,0,1
www.momsweetmoms.com,0,0,/demo2/Dropbox/Dropbox/,0,http,0,0,0,0,0,1,0,1,0,0,2
www.samanesang.com,0,0,/wp-content/themes/PDF/PDF/login.htm,0,http,0,2,2,1,1,1,0,1,1,0,1
store2.apple.ch.email-forwarding.webstore.websis.info,0,0,/de/,1,http,0,1,2,0,0,1,0,1,1,0,1
suisscards-ch.elecapponline.net,0,0,/ch-de/suisse/,1,http,0,0,0,1,1,1,0,1,1,0,1
store2.apple.ch.email-forwarding.webstore.websis.info,0,0,/sp/,1,http,0,1,2,0,0,1,0,1,1,0,1
asa-direct.ru,0,0,/bitrix/updates/servi/fr/doss/,1,http,0,0,0,0,0,1,0,1,0,0,2
pascasarjana.uniba-bpn.ac.id,0,0,/administrator/components/com_joomlaupdate/redire.html,1,http,0,1,1,2,0,2,0,1,0,0,2
hb.redllink.com,0,0,/.ars/empresas/login.htm,0,http,0,1,0,1,1,1,0,1,1,0,1
hb.redllink.com,0,0,/.ars/empresas/login.htm,0,http,0,1,2,1,1,1,0,1,1,0,1
xenangdaiduong.com.vn,0,0,/wp-config/Sign/,0,http,0,0,0,1,1,1,0,1,0,0,1
tizianabeauty.ch,0,0,/wp-content/plugins/Manage/ar4d65/checking/check/Support/ID-NUMB389/myaccount/signin/,0,http,0,0,1,1,0,1,0,1,0,0,1
zemindar.lt,0,0,/wp-content/languages/dpbx/index.php,0,http,0,0,2,1,0,1,0,1,0,0,2
www.crielv.com.br,0,0,/images/start2.php,0,http,0,1,0,1,0,1,0,1,0,0,1
www.sagittariusglobal.com,0,0,//portal/cache/Cielo/ambiente-seguro.php,0,http,1,2,2,0,0,1,0,1,0,0,1
www.sagittariusglobal.com,0,0,//portal/cache/Cielo/index.html,0,http,1,2,2,0,0,1,0,1,0,0,1
goo.gl,0,0,/MMT7sp,0,https,0,0,0,1,0,1,0,1,0,1,0
abuv.com.br,0,0,/cliente.conectado40/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
voetudoazul.serveuser.com,0,0,/tudoazul/cadastre.php,0,http,0,2,2,0,0,1,0,1,0,0,2
www.rustmaster.com.br,0,0,/ml/next1.php,0,https,0,1,0,1,0,1,0,1,0,0,1
www.rustmaster.com.br,0,0,/ml/,0,https,0,2,0,1,0,1,0,1,0,0,1
30horasdigital.myvnc.com,0,0,/30horasdigitalmodulodesegurancafeitoparavoce/,0,http,0,0,1,1,1,1,0,1,1,0,1
i-house.se,0,0,/wp-trackback/en/,1,http,0,0,1,0,0,1,0,1,0,0,1
prayogispl.in,0,0,/elisnow/ymail.html,0,http,0,0,0,1,1,1,0,1,1,0,1
zdcp.org,0,0,/iiii/feedback/login.alibaba.com/login.html,0,http,0,1,2,1,0,1,0,1,1,0,1
celebrapack.com,0,0,/dhnl/DHL/DHL/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.hyperbay.net,0,0,/merchants/controller/tool/www.alibaba.com/alibaba/trade.php,0,http,0,1,1,1,1,1,0,1,1,0,1
thehotelmanagment.com,0,0,/Prime/,0,http,0,0,0,1,1,1,0,1,1,1,1
binary-project.com,0,0,/cha/chase/home/action.php,1,https,0,0,0,0,0,1,0,1,0,1,2
abuv.com.br,0,0,/cliente.conectado33/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
cover-acct09964.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
academica.pt,0,0,/U/mail.htm,0,http,0,0,0,1,1,1,0,1,0,0,2
kalempong-fb01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
dujanapublicschool.com,0,0,/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,0,http,0,0,1,0,0,1,0,1,0,0,1
abuv.com.br,0,0,/cliente.conectado1/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
paialowereasterncherokeenationsc.com,0,0,/aaaaa/login.htm,0,http,0,0,2,2,0,2,0,1,0,0,1
abuv.com.br,0,0,/1cliente.conectado.jw1/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
34.201.92.123,0,1,/indisponivel.php,0,http,0,1,0,1,1,1,0,1,0,0,1
149.56.144.216,0,1,/processa.php,0,http,0,1,0,1,1,1,0,1,0,0,1
jose200495fgts.com,0,0,/processa.php,0,http,0,0,0,1,1,1,0,1,1,0,1
34.224.68.176,0,1,/principal.php,0,http,0,1,0,1,1,1,0,1,0,0,1
consultasaldossl.com,0,0,,0,http,0,0,0,0,0,1,0,1,1,0,1
meusaldos.com,0,0,,0,http,0,0,0,0,0,1,0,1,1,0,1
fgts-mobile.com,0,0,/processa.php,1,http,0,0,0,0,0,1,0,1,1,0,1
fgts.mobi,0,0,/processa.php,0,http,0,0,0,0,0,1,0,1,1,0,1
aolonlineservices.cba.pl,0,0,/chase.php,0,http,0,2,0,0,0,1,0,1,0,0,0
caixa.extratofgtsliberados2017.com,0,0,/consulta8647454/principal.php,0,http,0,2,2,0,0,1,0,1,1,0,1
webmailupgrade-001-site1.itempurl.com,0,0,/webmaster-secure/owa/confirm.php,1,http,0,2,1,0,0,1,0,1,1,0,2
scs-network.com,0,0,/umpi/dba.html,1,http,0,0,0,0,0,0,0,1,0,0,2
shittyurl.org,0,0,/5q,0,http,0,0,0,0,0,1,0,1,0,0,1
ronin.com.pk,0,0,/hnm/logintoyahoomail.htm,0,http,0,2,0,1,1,1,0,1,0,0,1
raik.hub-web.com,0,0,/proccesing-fbaccountss/login.php,1,http,0,2,2,1,1,1,0,1,1,0,1
provoliprints.gr,0,0,/001/update.html,0,http,0,0,0,1,0,1,0,1,0,0,1
service-info-dk.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1
www.goepsa.com,0,0,/Old%20Files/yahoo/IDCHECK.html,0,http,0,2,0,0,0,1,0,1,0,0,1
tinyurl.com,0,0,/kbvf6qz,0,http,0,0,0,0,0,0,0,1,0,1,0
dh16.co.vu,0,0,/css//,0,http,1,0,2,1,1,1,0,1,1,0,0
kontuit-fb01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
hunmumu.com,0,0,/str/Ma/,0,http,0,0,0,0,0,1,0,1,1,0,1
ctrl4enviro.com,1,0,/wp-includes/SimplePie/Content/Type/Caption/Pelewura/onlineverifica@tion/Preview.htm,0,http,0,0,1,0,0,1,0,1,0,0,1
wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,0,0,/gtwpage1e10/index-jsp.html,1,http,0,2,1,0,0,0,0,1,0,0,2
communitysicurezza.3mitalia.it,0,0,/iTunesConnecto.store/WebObjects/common/update.woa/app/registre/index.php,0,http,0,1,1,0,0,1,0,1,0,0,2
kustomfloordesigns.com,0,0,/doc!/index.php,0,http,0,0,0,0,0,0,0,1,0,0,1
www.goepsa.com,0,0,/Old%20Files/opt/doneall.html,0,http,0,2,0,2,0,1,0,1,0,0,1
citydesignerweb.com,0,0,/mmm/rain.php,0,http,0,0,0,0,0,1,0,1,0,0,1
www.goepsa.com,0,0,/Old%20Files/yahoo/IDCHECK.html,0,http,0,2,0,2,0,1,0,1,0,0,1
tinyurl.com,0,0,/mt87qw3,0,http,0,0,0,0,0,0,0,1,0,1,0
stikliniekadarbnica.lv,0,0,/zrichieattnii/attiinnddeexx.php,0,http,0,0,2,1,0,1,0,1,1,0,1
caixa.consultafgtsinativoliberado2017.com,0,0,/consulta4023542/indisponivel.php,0,http,0,2,1,0,0,1,0,1,1,0,1
sicoob-card.com,0,0,/2017/,1,http,0,0,0,0,0,1,0,1,1,0,1
bit.ly,0,0,/2pWteUy,0,http,0,0,0,1,0,1,0,1,0,1,0
bit.ly,0,0,/2qkCl2Y,0,http,0,0,0,1,0,1,0,1,0,1,0
communicatewithsh.com,0,0,/shellnor/mttkl3.com/2650/1survey/,0,http,0,0,2,0,0,1,0,1,1,0,1
unifr-ch.weebly.com,0,0,/,1,http,0,0,0,0,0,0,0,1,0,0,1
formcrafts.com,0,0,/a/27508,0,https,0,0,0,0,0,1,0,1,0,0,2
www.giftmorden.com,0,0,/a1/crypt/index.html,0,http,0,2,0,1,1,1,0,1,1,0,1
snspsladwa.org,0,0,/googledrive/GDocHistory/e5252c7fc60f2701c2555c99694aca59/,0,https,0,0,1,0,0,1,0,1,0,0,2
outlookmaintenace.urest.org,0,0,/,0,http,0,0,0,0,0,1,0,1,0,0,2
viewerpdf.com,0,0,/098876665/verification.php,0,http,0,0,1,0,0,1,0,1,0,0,1
www.herbertundschnipsi.de,0,0,/fgts/indisponivel.php,0,http,0,2,2,1,0,1,0,1,0,0,1
servicossociaiscaixa.com.br,0,0,,0,http,0,0,0,1,0,1,0,1,1,0,1
karuniabinainsani-16.co.id,0,0,/wp-includes/dev24/home/confirm.php,1,http,0,2,2,1,1,1,0,1,1,0,1
violattions-notifications-seresa.esy.es,0,0,/confirmations/index.html,1,http,0,2,2,1,1,1,0,1,1,0,1
recover-acct5487.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
bit.ly,0,0,/2pgU0ne,0,http,0,0,0,1,0,1,0,1,0,1,0
skafs.ca,0,0,/Wealthsecuredhelp/ivxn/home/,0,http,0,0,0,1,1,1,0,1,1,0,1
scs-network.com,0,0,/kem/aba.html,1,http,0,0,0,0,0,0,0,1,0,0,2
anuragjewellery.com,0,0,/upd_CH_as/2bc34fe40102b33bffca0b8a38f2b4e7/,0,https,0,0,2,0,0,1,0,1,0,0,1
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica82/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
anuragjewellery.com,0,0,/upd_CH_as/index.php,0,https,0,0,0,0,0,1,0,1,0,0,1
safety-check-739210.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
ellimanestate.executeart.in,0,0,/$%25%23&%25*/,0,http,0,0,0,1,0,1,0,1,1,0,1
bit.ly,0,0,/2qpbHFX,0,http,0,0,0,1,0,1,0,1,0,1,0
netibesanta.esy.es,0,0,/www/,0,http,0,0,0,1,1,1,0,1,1,0,1
netibesanta.esy.es,0,0,/,0,http,0,0,0,1,1,1,0,1,1,0,1
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica13/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
fgts-inativados.com,0,0,/vXs3P4pta6/pages/inter/index.php,1,http,0,0,2,0,0,1,0,1,1,0,1
it-maintenance.tripod.com,0,0,/,1,http,0,0,0,0,0,0,0,1,0,0,1
consultacontasinativa.com,0,0,/gov/processa.php,0,http,0,0,0,0,0,1,0,1,1,0,1
extratoinativo.com,0,0,/inativos/,0,http,0,0,0,0,0,1,0,1,1,0,1
unimore.gr,0,0,/shay/work/page/zip/secure/12120521a7245f21cec4ea331e4498b7/,0,http,0,0,1,1,0,1,0,1,0,0,1
security-update-center.serverlux.me,0,0,/signin/,1,https,0,2,2,0,0,1,0,1,0,0,1
webmupgrde060517.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,1,0,0,1
www.neymo.org,0,0,/joomla/edu/zi.htm,0,http,0,2,0,0,0,1,0,1,0,0,1
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
nnconsultoria.com.br,0,0,/Atendimento.Pessoa.Fisica26/atendimento_pessoa_fisica/criptografado/index1.php,0,http,0,1,1,1,0,1,0,1,0,0,1
loogin-recovery-account87.esy.es,0,0,/confirmation/,1,http,0,0,0,1,1,1,0,1,1,0,1
roadfitterapparel.com,0,0,/uploads/coco/zi.htm,0,http,0,0,0,0,0,1,0,1,0,0,1
hydracsa.com,0,0,/po/io/index.html,0,http,0,0,0,0,0,1,0,1,0,0,1
loogin-facebook-safety.esy.es,0,0,/confirmation/,1,http,0,0,0,1,1,1,0,1,1,0,1
service-info-il.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1
service-info-il.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1
info-service-il.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1
