Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic
www.geocities.com,0,0,/hushie_hush/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.cursedmoons.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.worldshaking.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.shoujoai.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.angelfire.com,0,0,/anime2/yurifics/index.html,0,http,0,2,0,0,0,0,0,0,0,0,0
groups.yahoo.com,0,0,/group/lilypetalsandfallendewdrops/,0,http,0,0,2,2,0,2,0,0,0,0,0
www.privateholes.com,0,0,/anime/anime-sex/index6.html,0,http,0,2,2,0,0,1,0,0,0,0,2
www.privateholes.com,0,0,/anime/anime-asia/index6.html,0,http,0,2,2,0,0,1,0,0,0,0,2
www.anime-hentai-cartoons.com,0,0,/,1,http,0,0,0,1,1,1,0,0,1,0,1
idd00788.eresmas.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.applicot.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,2
adultcompass.com,0,0,/avs/0/1/acw/index.html,0,http,0,0,0,0,0,1,0,0,0,0,2
www.adult-anime-hentai.com,0,0,/,1,http,0,0,0,1,1,1,0,0,1,0,1
www.emuck.com:3000,0,0,/archive/egan.html,0,http,0,2,0,1,0,1,0,0,1,0,1
danoday.com,0,0,/summit.shtml,0,http,0,0,0,2,0,1,0,0,0,0,2
groups.yahoo.com,0,0,/group/voice_actor_appreciation/links/events_and_appearanc_000985383761/,0,http,0,0,1,2,0,2,0,0,0,0,0
voice-international.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
www.livinglegendsltd.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
voicechasers.com,0,0,/forum/viewforum.php,0,http,0,0,0,0,0,0,0,0,0,0,2
hollywoodcollectorshow.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.geocities.com,0,0,/hollywood/hills/8944/,0,http,0,0,0,2,0,2,0,0,0,0,2
asifa.proboards61.com,0,0,/index.cgi,0,http,0,2,2,0,0,1,0,0,0,0,2
groups.yahoo.com,0,0,/group/voice_actor_appreciation/cal///group/voice_actor_appreciation/,0,http,1,0,1,2,0,2,0,0,0,0,0
us.imdb.com,0,0,/name/nm0267724/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.pamelynferdin.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.pamferdin.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.monkeydog.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
teamknightrider.com,0,0,/cast/plato/plato.html,0,http,0,0,0,0,0,1,0,0,1,0,1
us.imdb.com,0,0,/name/nm0281486/,0,http,0,0,0,2,0,2,0,0,0,0,0
anp.awn.com,0,0,/anifest-3.html,0,http,0,2,0,0,0,1,0,0,1,0,0
www.awn.com,0,0,/mag/issue1.7/articles/kowlaskidi1.7.html,0,http,0,1,2,0,0,1,0,0,0,0,0
www.awn.com,0,0,/mag/issue2.7/2.7pages/2.7jacksonjones.html,0,http,0,1,2,0,0,1,0,0,0,0,0
www.awn.com,0,0,/mag/issue1.9/articles/kowlagrinch1.9.html,0,http,0,1,2,0,0,1,0,0,0,0,0
us.imdb.com,0,0,/name/nm0004931/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
www.vortex.com,0,0,/av.html,0,http,0,2,0,0,0,0,0,0,0,1,2
starbulletin.com,0,0,/96/07/11/features/story3.html,0,http,0,0,0,0,0,0,0,0,0,0,2
anp.awn.com,0,0,/juneforay.html,0,http,0,2,0,0,0,1,0,0,1,0,0
www.cerias.purdue.edu,0,0,/homes/spaf/yucks/v2/msg00061.html,0,http,0,1,2,1,0,1,0,0,0,0,0
www.awn.com,0,0,/mag/issue5.03/5.03pages/evanierforay.php3,0,http,0,1,2,0,0,1,0,0,0,0,0
www.awn.com,0,0,/mag/issue4.02/4.02pages/foraylittlejohn.php3,0,http,0,1,2,0,0,1,0,0,0,0,0
archives.seattletimes.nwsource.com,0,0,/cgi-bin/texis.cgi/web/vortex/display,0,http,0,1,1,0,0,1,0,0,0,0,2
www.geocities.com,0,0,/enchantedforest/dell/8545/fraley.html,0,http,0,2,2,2,0,2,0,0,0,0,2
us.imdb.com,0,0,/name/nm0289710/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
patfraley.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
nerf-herders-anonymous.net,0,0,/patfraley.html,1,http,0,0,0,0,0,1,0,0,0,0,1
www.vasta.org,0,0,/professional_index/fraleyp.html,0,http,0,2,0,0,0,1,0,0,0,0,2
news.toonzone.net,0,0,/2000/oct/27/hearing_voices.php,0,http,0,2,2,0,0,0,0,0,0,0,0
members.tripod.com,0,0,/~leemichaelwithers/sfh.htm,0,http,0,2,0,0,0,0,0,0,0,0,0
www.radiospirits.com,0,0,/onradio/meethost_sf.asp,0,http,0,2,0,0,0,1,0,0,0,0,2
us.imdb.com,0,0,/name/nm0292677/,0,http,0,0,0,2,0,2,0,0,0,0,0
freberg.westnet.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,2
www.aarp.org,0,0,/mmaturity/mar_apr00_preview/creators.html,0,http,0,2,2,0,0,0,0,0,0,0,0
www.cosmik.com,0,0,/aa-october99/stan_freberg.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.tsimon.com,0,0,/freberg.htm,0,http,0,2,0,2,0,2,0,0,0,0,2
www.firezine.net,0,0,/issue6/fz6_07.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.thehutch.com,0,0,/rabhutch/freberg.htm,0,http,0,2,0,0,0,0,0,0,0,0,1
www.povonline.com,0,0,/cols/col051.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
www.povonline.com,0,0,/2001/news060901.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
www.austinchronicle.com,0,0,/issues/dispatch/1999-12-10/music_feature3.html,0,http,0,2,1,0,0,1,0,0,0,0,0
www.dawsbutler.com,0,0,/freberg.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
freberg.westnet.com,0,0,/list.html,0,http,0,2,0,0,0,1,0,0,0,1,2
www.rhino.com,0,0,/features/75645p.html,0,http,0,2,0,0,0,0,0,0,0,0,2
hitcomedy.com,0,0,/index.html,0,http,0,0,0,0,0,1,0,0,1,0,1
www.cyberonic.net,0,0,/~atrain/comedy/freberg.htm,0,http,0,2,0,0,0,0,0,0,0,0,1
www.povonline.com,0,0,/cols/col102.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
freberg.westnet.com,0,0,/hear_it.html,0,http,0,2,0,0,0,1,0,0,0,1,2
www.epinions.com,0,0,/musc-album-musc-freberg__stan/tk_~mm032.1.2,0,http,0,1,2,2,0,2,0,0,0,0,2
citypaper.net,0,0,/articles/091699/mus.stan.shtml,0,http,0,2,0,0,0,1,0,0,0,0,1
www.crispinfreeman.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.reelradio.com,0,0,/gifts/frees.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.spookytoms.com,0,0,/paul_frees_tribute.html,0,http,0,2,0,0,0,1,0,0,0,0,1
www.hollowhill.com,0,0,/gm/library/frees.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.dvdtalk.com,0,0,/dvdsavant/s74frees.html,0,http,0,2,0,0,0,1,0,0,0,0,0
us.imdb.com,0,0,/name/nm0293659/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
bakerstreetdozen.com,0,0,/frewernews.html,0,http,0,0,0,0,0,0,0,0,0,0,2
us.imdb.com,0,0,/name/nm0001242/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.geocities.com,0,0,/enchantedforest/dell/8545/va.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.angelfire.com,0,0,/ut/rtoons/actors.html,0,http,0,2,0,0,0,0,0,0,0,0,0
www.geocities.com,0,0,/hollywood/lot/2636/voiceacting/,0,http,0,0,2,2,0,2,0,0,0,0,2
www.geocities.com,0,0,/philbass_2000/narrators.html,0,http,0,2,0,2,0,2,0,0,0,0,2
doreen.mkbmemorial.com,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
www.geocities.com,0,0,/televisioncity/taping/6785/index.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.behindthevoiceactors.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,0
www.keyframeonline.com,0,0,/kf.php,0,http,0,2,0,0,0,1,0,0,0,0,2
www.voicechasers.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
us.imdb.com,0,0,/name/nm0304000/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.taoslandandfilm.com,0,0,/bradentnwkly.html,0,http,0,2,0,0,0,1,0,0,0,0,2
us.imdb.com,0,0,/name/nm0004951/,0,http,0,0,0,2,0,2,0,0,0,0,0
kathygarver.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
us.imdb.com,0,0,/name/nm0308744/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.dickgautier.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.dangilvezan.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
us.imdb.com,0,0,/name/nm0319737/,0,http,0,0,0,2,0,2,0,0,0,0,0
us.imdb.com,0,0,/name/nm0330015/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.tv-now.com,0,0,/stars/gotfried.html,1,http,0,2,0,2,0,2,0,0,0,0,1
www.cdaccess.com,0,0,/html/pc/midmovie.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
genetic_mishap.tripod.com,0,0,/landofthreenamedpeople/,0,http,0,0,2,0,0,0,0,0,0,0,1
www.angelfire.com,0,0,/celeb/starzbios/gottfried_g.html,0,http,0,2,2,0,0,0,0,0,0,0,0
us.imdb.com,0,0,/name/nm0331906/,0,http,0,0,0,2,0,2,0,0,0,0,0
www-tech.mit.edu,0,0,/v110/n37/gilber.37a.html,1,http,0,1,0,1,0,1,0,0,0,0,0
www-tech.mit.edu,0,0,/v110/n38/lsc.38a.html,1,http,0,1,0,1,0,1,0,0,0,0,0
www.octopusmediaink.com,0,0,/gilbertgottfried.html,0,http,0,2,0,0,0,1,0,0,0,0,1
citypaper.net,0,0,/articles/022996/article001.shtml,0,http,0,0,0,0,0,1,0,0,0,0,1
jam.canoe.ca,0,0,/movies/artists/g/gottfried_gilbert/1997/02/21/758674.html,0,http,0,2,1,0,0,0,0,0,0,0,0
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
www.kylehebert.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,1
www.post-gazette.com,0,0,/magazine/19990223voicetalent1.asp,1,http,0,2,2,0,0,1,0,0,0,0,0
www.serkworks.com,0,0,/roommates/index.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.armory.com,0,0,/~keeper/jesshirt.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.voicechasers.com,0,0,/database/showactor.php,0,http,0,2,2,0,0,0,0,0,0,0,2
docharris.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.lushmedia.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,0,1
www.dav-productions.com,0,0,/,1,http,0,0,0,1,1,1,0,0,1,0,1
www.ccvideo.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.blueyed.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.koalatv.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.goaggressive.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
www.emblemma.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.killingtimeproductions.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.rollingrproductions.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
www.boutwellstudios.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.blindruckus.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
www.roadrecords.com,0,0,/clientlist.html,0,http,0,2,0,1,1,1,0,0,1,0,1
www.coupestudios.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.kellogg-rice.com,0,0,,1,http,0,0,0,0,0,1,0,0,0,0,1
www.sarley.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.deadlyproductions.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.rickaudio.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.fmsystems.net,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,2
www.gamebeatinc.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
members.tripod.com,0,0,/kcepap/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.loftinpro.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,2
www.noisefloor.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.wavegroup.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.audiolinks.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
business.fortunecity.com,0,0,/tisch/809/gold.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.harkproductions.com,0,0,/audio.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.loree-nelson.com,0,0,,1,http,0,0,0,0,0,0,0,0,0,0,1
www.thilldesign.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.cgdesign.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.moonaluna.net,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.rjbstudio.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.folioinc.com,0,0,,0,http,0,0,0,0,0,1,0,0,1,0,1
www.colorpagesinc.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,2
www.svengoody.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
www.doclivingston.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.broadsideinteractive.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.celticharper.com,0,0,/wolfhawk.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.copelandesign.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.gilmourcreative.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.twentyfirst.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,0,1,1
www.blacktide.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.magusgraphics.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
www.geocities.com,0,0,/svendesign/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.graphicsillustrated.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
sullivancreative.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.thincgrafx.com,0,0,/,0,http,0,0,0,1,1,1,0,0,1,1,1
www.rappyco.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.vcpresentations.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
www.philipperaimbault.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,1
www.jandjgraphics.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.transmediaproject.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,1
www.informationexperts.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.pluribusmedia.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.adaptivedesign.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.logodesignonline.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.pentagonstudios.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.cre8tivproductions.com,0,0,,0,http,0,0,0,0,0,0,0,0,1,0,1
www.stevensonsharpe.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,1,0,1
millercreative.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.e-nimation.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
www.springdesigngroup.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.newsdesign.com.hk,0,0,,0,http,0,2,0,2,0,2,0,0,0,0,1
www.ronelmm.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.themakers.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.mochamedia.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.maksimedia.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.lughstudio.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,2
www.osprey.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,0
www.somme.no,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,1
www.impactgroup.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
paulmaple.co.uk,0,0,/media/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.pennvid.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.cell-media.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
www.concisegroup.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
www.picturevideo.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.accelvideo.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.altana.com.ar,0,0,,0,http,0,2,0,1,1,1,0,0,0,0,1
www.allvid.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.babadigital.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.mcdougalldigital.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.imacron.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.reelized.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.vandongenav.nl,0,0,,0,http,0,0,0,1,0,1,0,0,0,0,1
www.rubiconproductions.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.visionsoundcomm.com,0,0,,0,http,0,0,0,0,1,0,0,0,0,0,1
www.avrs.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.vldigital.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.videomagicpro.net,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.swerdlow.co.uk,0,0,/,0,http,0,2,0,0,0,0,0,0,0,0,1
www.sierrabreeze.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
